time;joint_1;joint_2;joint_3;joint_4;joint_5;joint_6;joint_7;x;y;z;alpha;beta;gamma

0.04711461067199707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5965198972543166;0.0008358816021932179;0.5836448904374214;0.0002562587845628786;0.00447405537141594;-1.9706718063310283e-05
0.13264870643615723;-9.336684221317171e-07;0.005814983705184851;-9.930436513094776e-07;-1.5743004005718642;0.00010165871580580799;1.5716693343490427;-1.9728264248897176e-06;0.597186510200623;0.0008437949161217404;0.5809824705209339;0.00030867392380252686;0.008728687814106526;-2.1349613800873563e-05
0.20526671409606934;-3.232119637797126e-05;-0.00453071070131239;-3.0418796713060914e-05;-1.6326966347723526;9.123252195530895e-05;1.6386488225260414;-8.883254389857598e-05;0.5972630886268574;0.0007785642395531431;0.5561312191259812;0.0003082135974856638;0.008723555724860258;-5.4979461764533975e-05
0.27860069274902344;-0.00017723579934303402;-0.019103520835810794;-0.00013641633090610839;-1.8615729364427178;5.3475216036602546e-05;1.8363693395994365;-0.00040390607903573184;0.597297831209192;0.000611765017492936;0.4619472146420518;0.0002543725805000466;0.008387744219273494;-5.287126947191463e-05
0.3683812618255615;-0.0004008034177260811;0.05523138983518461;-0.00034933097439449057;-2.0997863404636945;7.64719154222604e-06;2.1704349649492465;-0.000864147601528753;0.5976980457369332;0.0004575189790514077;0.3235540871593166;0.00016424522161360153;0.007401089640454254;0.00014545069795663025
0.45625853538513184;-0.00015120091126918922;0.34312134623136537;-0.0012241011870819385;-2.1942043037807277;0.0005766313880704033;2.555127424897185;-0.0017301580585953324;0.5985641154318813;0.00032410138345764723;0.17608821412513365;0.00017580174112106744;0.006062540818002458;0.00029859551219864203
0.5289981365203857;4.71997458642015e-05;0.45028799372701345;-0.0014914670108776562;-2.1844662506117993;0.0010079123980824;2.632130898170125;-0.0021496707290271644;0.5988785437764175;0.0002366138958415753;0.13800543782502073;0.00013717136362498077;0.004938762469710575;0.00025886366738596384
0.6177089214324951;0.00011884937630046721;0.45974712137868545;-0.0015660537086295;-2.1839448898755762;0.0011344092547624918;2.636489955059226;-0.0022060795638529918;0.5977939914208172;0.00023406436561990778;0.13250776236894135;0.00016483953435424354;0.009503809492197627;0.0002099694616934566
0.6920211315155029;0.0002129891595643585;0.5301379533039308;-0.0017430155536177772;-2.1645186644443504;0.001600864502595556;2.703400004306986;-0.0025786740985123124;0.5980431122377946;0.00020571468691448917;0.09192023289698344;0.0001798085693440592;0.007846670529354493;0.00018878189017822031
